64,64 64,75 65,64 65,75 66,64 66,75 67,64 67,75 68,64 68,75 69,64 69,75 70,64 70,75 71,64 71,75 72,64 72,75 73,64 73,75 74,64 74,75 75,64 75,75 64,65 75,65 64,66 75,66 64,67 75,67 64,68 75,68 64,69 75,69 64,70 75,70 64,71 75,71 64,72 75,72 64,73 75,73 64,74 75,74
336,192 336,203 337,192 337,203 338,192 338,203 339,192 339,203 340,192 340,203 341,192 341,203 342,192 342,203 343,192 343,203 344,192 344,203 345,192 345,203 346,192 346,203 347,192 347,203 336,193 347,193 336,194 347,194 336,195 347,195 336,196 347,196 336,197 347,197 336,198 347,198 336,199 347,199 336,200 347,200 336,201 347,201 336,202 347,202
352,192 352,203 353,192 353,203 354,192 354,203 355,192 355,203 356,192 356,203 357,192 357,203 358,192 358,203 359,192 359,203 360,192 360,203 361,192 361,203 362,192 362,203 363,192 363,203 352,193 363,193 352,194 363,194 352,195 363,195 352,196 363,196 352,197 363,197 352,198 363,198 352,199 363,199 352,200 363,200 352,201 363,201 352,202 363,202
368,192 368,203 369,192 369,203 370,192 370,203 371,192 371,203 372,192 372,203 373,192 373,203 374,192 374,203 375,192 375,203 376,192 376,203 377,192 377,203 378,192 378,203 379,192 379,203 368,193 379,193 368,194 379,194 368,195 379,195 368,196 379,196 368,197 379,197 368,198 379,198 368,199 379,199 368,200 379,200 368,201 379,201 368,202 379,202
384,192 384,203 385,192 385,203 386,192 386,203 387,192 387,203 388,192 388,203 389,192 389,203 390,192 390,203 391,192 391,203 392,192 392,203 393,192 393,203 394,192 394,203 395,192 395,203 384,193 395,193 384,194 395,194 384,195 395,195 384,196 395,196 384,197 395,197 384,198 395,198 384,199 395,199 384,200 395,200 384,201 395,201 384,202 395,202
400,192 400,203 401,192 401,203 402,192 402,203 403,192 403,203 404,192 404,203 405,192 405,203 406,192 406,203 407,192 407,203 408,192 408,203 409,192 409,203 410,192 410,203 411,192 411,203 400,193 411,193 400,194 411,194 400,195 411,195 400,196 411,196 400,197 411,197 400,198 411,198 400,199 411,199 400,200 411,200 400,201 411,201 400,202 411,202
416,192 416,203 417,192 417,203 418,192 418,203 419,192 419,203 420,192 420,203 421,192 421,203 422,192 422,203 423,192 423,203 424,192 424,203 425,192 425,203 426,192 426,203 427,192 427,203 416,193 427,193 416,194 427,194 416,195 427,195 416,196 427,196 416,197 427,197 416,198 427,198 416,199 427,199 416,200 427,200 416,201 427,201 416,202 427,202
432,192 432,203 433,192 433,203 434,192 434,203 435,192 435,203 436,192 436,203 437,192 437,203 438,192 438,203 439,192 439,203 440,192 440,203 441,192 441,203 442,192 442,203 443,192 443,203 432,193 443,193 432,194 443,194 432,195 443,195 432,196 443,196 432,197 443,197 432,198 443,198 432,199 443,199 432,200 443,200 432,201 443,201 432,202 443,202
448,192 448,203 449,192 449,203 450,192 450,203 451,192 451,203 452,192 452,203 453,192 453,203 454,192 454,203 455,192 455,203 456,192 456,203 457,192 457,203 458,192 458,203 459,192 459,203 448,193 459,193 448,194 459,194 448,195 459,195 448,196 459,196 448,197 459,197 448,198 459,198 448,199 459,199 448,200 459,200 448,201 459,201 448,202 459,202
464,192 464,203 465,192 465,203 466,192 466,203 467,192 467,203 468,192 468,203 469,192 469,203 470,192 470,203 471,192 471,203 472,192 472,203 473,192 473,203 474,192 474,203 475,192 475,203 464,193 475,193 464,194 475,194 464,195 475,195 464,196 475,196 464,197 475,197 464,198 475,198 464,199 475,199 464,200 475,200 464,201 475,201 464,202 475,202
480,192 480,203 481,192 481,203 482,192 482,203 483,192 483,203 484,192 484,203 485,192 485,203 486,192 486,203 487,192 487,203 488,192 488,203 489,192 489,203 490,192 490,203 491,192 491,203 480,193 491,193 480,194 491,194 480,195 491,195 480,196 491,196 480,197 491,197 480,198 491,198 480,199 491,199 480,200 491,200 480,201 491,201 480,202 491,202
496,192 496,203 497,192 497,203 498,192 498,203 499,192 499,203 500,192 500,203 501,192 501,203 502,192 502,203 503,192 503,203 504,192 504,203 505,192 505,203 506,192 506,203 507,192 507,203 496,193 507,193 496,194 507,194 496,195 507,195 496,196 507,196 496,197 507,197 496,198 507,198 496,199 507,199 496,200 507,200 496,201 507,201 496,202 507,202
64,208 64,219 65,208 65,219 66,208 66,219 67,208 67,219 68,208 68,219 69,208 69,219 70,208 70,219 71,208 71,219 72,208 72,219 73,208 73,219 74,208 74,219 75,208 75,219 64,209 75,209 64,210 75,210 64,211 75,211 64,212 75,212 64,213 75,213 64,214 75,214 64,215 75,215 64,216 75,216 64,217 75,217 64,218 75,218
80,208 80,219 81,208 81,219 82,208 82,219 83,208 83,219 84,208 84,219 85,208 85,219 86,208 86,219 87,208 87,219 88,208 88,219 89,208 89,219 90,208 90,219 91,208 91,219 80,209 91,209 80,210 91,210 80,211 91,211 80,212 91,212 80,213 91,213 80,214 91,214 80,215 91,215 80,216 91,216 80,217 91,217 80,218 91,218
96,208 96,219 97,208 97,219 98,208 98,219 99,208 99,219 100,208 100,219 101,208 101,219 102,208 102,219 103,208 103,219 104,208 104,219 105,208 105,219 106,208 106,219 107,208 107,219 96,209 107,209 96,210 107,210 96,211 107,211 96,212 107,212 96,213 107,213 96,214 107,214 96,215 107,215 96,216 107,216 96,217 107,217 96,218 107,218
112,208 112,219 113,208 113,219 114,208 114,219 115,208 115,219 116,208 116,219 117,208 117,219 118,208 118,219 119,208 119,219 120,208 120,219 121,208 121,219 122,208 122,219 123,208 123,219 112,209 123,209 112,210 123,210 112,211 123,211 112,212 123,212 112,213 123,213 112,214 123,214 112,215 123,215 112,216 123,216 112,217 123,217 112,218 123,218
128,208 128,219 129,208 129,219 130,208 130,219 131,208 131,219 132,208 132,219 133,208 133,219 134,208 134,219 135,208 135,219 136,208 136,219 137,208 137,219 138,208 138,219 139,208 139,219 128,209 139,209 128,210 139,210 128,211 139,211 128,212 139,212 128,213 139,213 128,214 139,214 128,215 139,215 128,216 139,216 128,217 139,217 128,218 139,218
144,208 144,219 145,208 145,219 146,208 146,219 147,208 147,219 148,208 148,219 149,208 149,219 150,208 150,219 151,208 151,219 152,208 152,219 153,208 153,219 154,208 154,219 155,208 155,219 144,209 155,209 144,210 155,210 144,211 155,211 144,212 155,212 144,213 155,213 144,214 155,214 144,215 155,215 144,216 155,216 144,217 155,217 144,218 155,218
160,208 160,219 161,208 161,219 162,208 162,219 163,208 163,219 164,208 164,219 165,208 165,219 166,208 166,219 167,208 167,219 168,208 168,219 169,208 169,219 170,208 170,219 171,208 171,219 160,209 171,209 160,210 171,210 160,211 171,211 160,212 171,212 160,213 171,213 160,214 171,214 160,215 171,215 160,216 171,216 160,217 171,217 160,218 171,218
176,208 176,219 177,208 177,219 178,208 178,219 179,208 179,219 180,208 180,219 181,208 181,219 182,208 182,219 183,208 183,219 184,208 184,219 185,208 185,219 186,208 186,219 187,208 187,219 176,209 187,209 176,210 187,210 176,211 187,211 176,212 187,212 176,213 187,213 176,214 187,214 176,215 187,215 176,216 187,216 176,217 187,217 176,218 187,218
192,208 192,219 193,208 193,219 194,208 194,219 195,208 195,219 196,208 196,219 197,208 197,219 198,208 198,219 199,208 199,219 200,208 200,219 201,208 201,219 202,208 202,219 203,208 203,219 192,209 203,209 192,210 203,210 192,211 203,211 192,212 203,212 192,213 203,213 192,214 203,214 192,215 203,215 192,216 203,216 192,217 203,217 192,218 203,218
208,208 208,219 209,208 209,219 210,208 210,219 211,208 211,219 212,208 212,219 213,208 213,219 214,208 214,219 215,208 215,219 216,208 216,219 217,208 217,219 218,208 218,219 219,208 219,219 208,209 219,209 208,210 219,210 208,211 219,211 208,212 219,212 208,213 219,213 208,214 219,214 208,215 219,215 208,216 219,216 208,217 219,217 208,218 219,218
224,208 224,219 225,208 225,219 226,208 226,219 227,208 227,219 228,208 228,219 229,208 229,219 230,208 230,219 231,208 231,219 232,208 232,219 233,208 233,219 234,208 234,219 235,208 235,219 224,209 235,209 224,210 235,210 224,211 235,211 224,212 235,212 224,213 235,213 224,214 235,214 224,215 235,215 224,216 235,216 224,217 235,217 224,218 235,218
240,208 240,219 241,208 241,219 242,208 242,219 243,208 243,219 244,208 244,219 245,208 245,219 246,208 246,219 247,208 247,219 248,208 248,219 249,208 249,219 250,208 250,219 251,208 251,219 240,209 251,209 240,210 251,210 240,211 251,211 240,212 251,212 240,213 251,213 240,214 251,214 240,215 251,215 240,216 251,216 240,217 251,217 240,218 251,218
256,208 256,219 257,208 257,219 258,208 258,219 259,208 259,219 260,208 260,219 261,208 261,219 262,208 262,219 263,208 263,219 264,208 264,219 265,208 265,219 266,208 266,219 267,208 267,219 256,209 267,209 256,210 267,210 256,211 267,211 256,212 267,212 256,213 267,213 256,214 267,214 256,215 267,215 256,216 267,216 256,217 267,217 256,218 267,218
272,208 272,219 273,208 273,219 274,208 274,219 275,208 275,219 276,208 276,219 277,208 277,219 278,208 278,219 279,208 279,219 280,208 280,219 281,208 281,219 282,208 282,219 283,208 283,219 272,209 283,209 272,210 283,210 272,211 283,211 272,212 283,212 272,213 283,213 272,214 283,214 272,215 283,215 272,216 283,216 272,217 283,217 272,218 283,218
288,208 288,219 289,208 289,219 290,208 290,219 291,208 291,219 292,208 292,219 293,208 293,219 294,208 294,219 295,208 295,219 296,208 296,219 297,208 297,219 298,208 298,219 299,208 299,219 288,209 299,209 288,210 299,210 288,211 299,211 288,212 299,212 288,213 299,213 288,214 299,214 288,215 299,215 288,216 299,216 288,217 299,217 288,218 299,218
304,208 304,219 305,208 305,219 306,208 306,219 307,208 307,219 308,208 308,219 309,208 309,219 310,208 310,219 311,208 311,219 312,208 312,219 313,208 313,219 314,208 314,219 315,208 315,219 304,209 315,209 304,210 315,210 304,211 315,211 304,212 315,212 304,213 315,213 304,214 315,214 304,215 315,215 304,216 315,216 304,217 315,217 304,218 315,218
320,208 320,219 321,208 321,219 322,208 322,219 323,208 323,219 324,208 324,219 325,208 325,219 326,208 326,219 327,208 327,219 328,208 328,219 329,208 329,219 330,208 330,219 331,208 331,219 320,209 331,209 320,210 331,210 320,211 331,211 320,212 331,212 320,213 331,213 320,214 331,214 320,215 331,215 320,216 331,216 320,217 331,217 320,218 331,218
336,208 336,219 337,208 337,219 338,208 338,219 339,208 339,219 340,208 340,219 341,208 341,219 342,208 342,219 343,208 343,219 344,208 344,219 345,208 345,219 346,208 346,219 347,208 347,219 336,209 347,209 336,210 347,210 336,211 347,211 336,212 347,212 336,213 347,213 336,214 347,214 336,215 347,215 336,216 347,216 336,217 347,217 336,218 347,218
352,208 352,219 353,208 353,219 354,208 354,219 355,208 355,219 356,208 356,219 357,208 357,219 358,208 358,219 359,208 359,219 360,208 360,219 361,208 361,219 362,208 362,219 363,208 363,219 352,209 363,209 352,210 363,210 352,211 363,211 352,212 363,212 352,213 363,213 352,214 363,214 352,215 363,215 352,216 363,216 352,217 363,217 352,218 363,218
368,208 368,219 369,208 369,219 370,208 370,219 371,208 371,219 372,208 372,219 373,208 373,219 374,208 374,219 375,208 375,219 376,208 376,219 377,208 377,219 378,208 378,219 379,208 379,219 368,209 379,209 368,210 379,210 368,211 379,211 368,212 379,212 368,213 379,213 368,214 379,214 368,215 379,215 368,216 379,216 368,217 379,217 368,218 379,218
384,208 384,219 385,208 385,219 386,208 386,219 387,208 387,219 388,208 388,219 389,208 389,219 390,208 390,219 391,208 391,219 392,208 392,219 393,208 393,219 394,208 394,219 395,208 395,219 384,209 395,209 384,210 395,210 384,211 395,211 384,212 395,212 384,213 395,213 384,214 395,214 384,215 395,215 384,216 395,216 384,217 395,217 384,218 395,218
400,208 400,219 401,208 401,219 402,208 402,219 403,208 403,219 404,208 404,219 405,208 405,219 406,208 406,219 407,208 407,219 408,208 408,219 409,208 409,219 410,208 410,219 411,208 411,219 400,209 411,209 400,210 411,210 400,211 411,211 400,212 411,212 400,213 411,213 400,214 411,214 400,215 411,215 400,216 411,216 400,217 411,217 400,218 411,218
416,208 416,219 417,208 417,219 418,208 418,219 419,208 419,219 420,208 420,219 421,208 421,219 422,208 422,219 423,208 423,219 424,208 424,219 425,208 425,219 426,208 426,219 427,208 427,219 416,209 427,209 416,210 427,210 416,211 427,211 416,212 427,212 416,213 427,213 416,214 427,214 416,215 427,215 416,216 427,216 416,217 427,217 416,218 427,218
432,208 432,219 433,208 433,219 434,208 434,219 435,208 435,219 436,208 436,219 437,208 437,219 438,208 438,219 439,208 439,219 440,208 440,219 441,208 441,219 442,208 442,219 443,208 443,219 432,209 443,209 432,210 443,210 432,211 443,211 432,212 443,212 432,213 443,213 432,214 443,214 432,215 443,215 432,216 443,216 432,217 443,217 432,218 443,218
448,208 448,219 449,208 449,219 450,208 450,219 451,208 451,219 452,208 452,219 453,208 453,219 454,208 454,219 455,208 455,219 456,208 456,219 457,208 457,219 458,208 458,219 459,208 459,219 448,209 459,209 448,210 459,210 448,211 459,211 448,212 459,212 448,213 459,213 448,214 459,214 448,215 459,215 448,216 459,216 448,217 459,217 448,218 459,218
464,208 464,219 465,208 465,219 466,208 466,219 467,208 467,219 468,208 468,219 469,208 469,219 470,208 470,219 471,208 471,219 472,208 472,219 473,208 473,219 474,208 474,219 475,208 475,219 464,209 475,209 464,210 475,210 464,211 475,211 464,212 475,212 464,213 475,213 464,214 475,214 464,215 475,215 464,216 475,216 464,217 475,217 464,218 475,218
480,208 480,219 481,208 481,219 482,208 482,219 483,208 483,219 484,208 484,219 485,208 485,219 486,208 486,219 487,208 487,219 488,208 488,219 489,208 489,219 490,208 490,219 491,208 491,219 480,209 491,209 480,210 491,210 480,211 491,211 480,212 491,212 480,213 491,213 480,214 491,214 480,215 491,215 480,216 491,216 480,217 491,217 480,218 491,218
496,208 496,219 497,208 497,219 498,208 498,219 499,208 499,219 500,208 500,219 501,208 501,219 502,208 502,219 503,208 503,219 504,208 504,219 505,208 505,219 506,208 506,219 507,208 507,219 496,209 507,209 496,210 507,210 496,211 507,211 496,212 507,212 496,213 507,213 496,214 507,214 496,215 507,215 496,216 507,216 496,217 507,217 496,218 507,218
64,224 64,235 65,224 65,235 66,224 66,235 67,224 67,235 68,224 68,235 69,224 69,235 70,224 70,235 71,224 71,235 72,224 72,235 73,224 73,235 74,224 74,235 75,224 75,235 64,225 75,225 64,226 75,226 64,227 75,227 64,228 75,228 64,229 75,229 64,230 75,230 64,231 75,231 64,232 75,232 64,233 75,233 64,234 75,234
80,224 80,235 81,224 81,235 82,224 82,235 83,224 83,235 84,224 84,235 85,224 85,235 86,224 86,235 87,224 87,235 88,224 88,235 89,224 89,235 90,224 90,235 91,224 91,235 80,225 91,225 80,226 91,226 80,227 91,227 80,228 91,228 80,229 91,229 80,230 91,230 80,231 91,231 80,232 91,232 80,233 91,233 80,234 91,234
96,224 96,235 97,224 97,235 98,224 98,235 99,224 99,235 100,224 100,235 101,224 101,235 102,224 102,235 103,224 103,235 104,224 104,235 105,224 105,235 106,224 106,235 107,224 107,235 96,225 107,225 96,226 107,226 96,227 107,227 96,228 107,228 96,229 107,229 96,230 107,230 96,231 107,231 96,232 107,232 96,233 107,233 96,234 107,234
112,224 112,235 113,224 113,235 114,224 114,235 115,224 115,235 116,224 116,235 117,224 117,235 118,224 118,235 119,224 119,235 120,224 120,235 121,224 121,235 122,224 122,235 123,224 123,235 112,225 123,225 112,226 123,226 112,227 123,227 112,228 123,228 112,229 123,229 112,230 123,230 112,231 123,231 112,232 123,232 112,233 123,233 112,234 123,234
128,224 128,235 129,224 129,235 130,224 130,235 131,224 131,235 132,224 132,235 133,224 133,235 134,224 134,235 135,224 135,235 136,224 136,235 137,224 137,235 138,224 138,235 139,224 139,235 128,225 139,225 128,226 139,226 128,227 139,227 128,228 139,228 128,229 139,229 128,230 139,230 128,231 139,231 128,232 139,232 128,233 139,233 128,234 139,234
144,224 144,235 145,224 145,235 146,224 146,235 147,224 147,235 148,224 148,235 149,224 149,235 150,224 150,235 151,224 151,235 152,224 152,235 153,224 153,235 154,224 154,235 155,224 155,235 144,225 155,225 144,226 155,226 144,227 155,227 144,228 155,228 144,229 155,229 144,230 155,230 144,231 155,231 144,232 155,232 144,233 155,233 144,234 155,234
160,224 160,235 161,224 161,235 162,224 162,235 163,224 163,235 164,224 164,235 165,224 165,235 166,224 166,235 167,224 167,235 168,224 168,235 169,224 169,235 170,224 170,235 171,224 171,235 160,225 171,225 160,226 171,226 160,227 171,227 160,228 171,228 160,229 171,229 160,230 171,230 160,231 171,231 160,232 171,232 160,233 171,233 160,234 171,234
176,224 176,235 177,224 177,235 178,224 178,235 179,224 179,235 180,224 180,235 181,224 181,235 182,224 182,235 183,224 183,235 184,224 184,235 185,224 185,235 186,224 186,235 187,224 187,235 176,225 187,225 176,226 187,226 176,227 187,227 176,228 187,228 176,229 187,229 176,230 187,230 176,231 187,231 176,232 187,232 176,233 187,233 176,234 187,234
192,224 192,235 193,224 193,235 194,224 194,235 195,224 195,235 196,224 196,235 197,224 197,235 198,224 198,235 199,224 199,235 200,224 200,235 201,224 201,235 202,224 202,235 203,224 203,235 192,225 203,225 192,226 203,226 192,227 203,227 192,228 203,228 192,229 203,229 192,230 203,230 192,231 203,231 192,232 203,232 192,233 203,233 192,234 203,234
208,224 208,235 209,224 209,235 210,224 210,235 211,224 211,235 212,224 212,235 213,224 213,235 214,224 214,235 215,224 215,235 216,224 216,235 217,224 217,235 218,224 218,235 219,224 219,235 208,225 219,225 208,226 219,226 208,227 219,227 208,228 219,228 208,229 219,229 208,230 219,230 208,231 219,231 208,232 219,232 208,233 219,233 208,234 219,234
224,224 224,235 225,224 225,235 226,224 226,235 227,224 227,235 228,224 228,235 229,224 229,235 230,224 230,235 231,224 231,235 232,224 232,235 233,224 233,235 234,224 234,235 235,224 235,235 224,225 235,225 224,226 235,226 224,227 235,227 224,228 235,228 224,229 235,229 224,230 235,230 224,231 235,231 224,232 235,232 224,233 235,233 224,234 235,234
240,224 240,235 241,224 241,235 242,224 242,235 243,224 243,235 244,224 244,235 245,224 245,235 246,224 246,235 247,224 247,235 248,224 248,235 249,224 249,235 250,224 250,235 251,224 251,235 240,225 251,225 240,226 251,226 240,227 251,227 240,228 251,228 240,229 251,229 240,230 251,230 240,231 251,231 240,232 251,232 240,233 251,233 240,234 251,234
256,224 256,235 257,224 257,235 258,224 258,235 259,224 259,235 260,224 260,235 261,224 261,235 262,224 262,235 263,224 263,235 264,224 264,235 265,224 265,235 266,224 266,235 267,224 267,235 256,225 267,225 256,226 267,226 256,227 267,227 256,228 267,228 256,229 267,229 256,230 267,230 256,231 267,231 256,232 267,232 256,233 267,233 256,234 267,234
272,224 272,235 273,224 273,235 274,224 274,235 275,224 275,235 276,224 276,235 277,224 277,235 278,224 278,235 279,224 279,235 280,224 280,235 281,224 281,235 282,224 282,235 283,224 283,235 272,225 283,225 272,226 283,226 272,227 283,227 272,228 283,228 272,229 283,229 272,230 283,230 272,231 283,231 272,232 283,232 272,233 283,233 272,234 283,234
288,224 288,235 289,224 289,235 290,224 290,235 291,224 291,235 292,224 292,235 293,224 293,235 294,224 294,235 295,224 295,235 296,224 296,235 297,224 297,235 298,224 298,235 299,224 299,235 288,225 299,225 288,226 299,226 288,227 299,227 288,228 299,228 288,229 299,229 288,230 299,230 288,231 299,231 288,232 299,232 288,233 299,233 288,234 299,234
304,224 304,235 305,224 305,235 306,224 306,235 307,224 307,235 308,224 308,235 309,224 309,235 310,224 310,235 311,224 311,235 312,224 312,235 313,224 313,235 314,224 314,235 315,224 315,235 304,225 315,225 304,226 315,226 304,227 315,227 304,228 315,228 304,229 315,229 304,230 315,230 304,231 315,231 304,232 315,232 304,233 315,233 304,234 315,234
320,224 320,235 321,224 321,235 322,224 322,235 323,224 323,235 324,224 324,235 325,224 325,235 326,224 326,235 327,224 327,235 328,224 328,235 329,224 329,235 330,224 330,235 331,224 331,235 320,225 331,225 320,226 331,226 320,227 331,227 320,228 331,228 320,229 331,229 320,230 331,230 320,231 331,231 320,232 331,232 320,233 331,233 320,234 331,234
336,224 336,235 337,224 337,235 338,224 338,235 339,224 339,235 340,224 340,235 341,224 341,235 342,224 342,235 343,224 343,235 344,224 344,235 345,224 345,235 346,224 346,235 347,224 347,235 336,225 347,225 336,226 347,226 336,227 347,227 336,228 347,228 336,229 347,229 336,230 347,230 336,231 347,231 336,232 347,232 336,233 347,233 336,234 347,234
352,224 352,235 353,224 353,235 354,224 354,235 355,224 355,235 356,224 356,235 357,224 357,235 358,224 358,235 359,224 359,235 360,224 360,235 361,224 361,235 362,224 362,235 363,224 363,235 352,225 363,225 352,226 363,226 352,227 363,227 352,228 363,228 352,229 363,229 352,230 363,230 352,231 363,231 352,232 363,232 352,233 363,233 352,234 363,234
368,224 368,235 369,224 369,235 370,224 370,235 371,224 371,235 372,224 372,235 373,224 373,235 374,224 374,235 375,224 375,235 376,224 376,235 377,224 377,235 378,224 378,235 379,224 379,235 368,225 379,225 368,226 379,226 368,227 379,227 368,228 379,228 368,229 379,229 368,230 379,230 368,231 379,231 368,232 379,232 368,233 379,233 368,234 379,234
384,224 384,235 385,224 385,235 386,224 386,235 387,224 387,235 388,224 388,235 389,224 389,235 390,224 390,235 391,224 391,235 392,224 392,235 393,224 393,235 394,224 394,235 395,224 395,235 384,225 395,225 384,226 395,226 384,227 395,227 384,228 395,228 384,229 395,229 384,230 395,230 384,231 395,231 384,232 395,232 384,233 395,233 384,234 395,234
400,224 400,235 401,224 401,235 402,224 402,235 403,224 403,235 404,224 404,235 405,224 405,235 406,224 406,235 407,224 407,235 408,224 408,235 409,224 409,235 410,224 410,235 411,224 411,235 400,225 411,225 400,226 411,226 400,227 411,227 400,228 411,228 400,229 411,229 400,230 411,230 400,231 411,231 400,232 411,232 400,233 411,233 400,234 411,234
416,224 416,235 417,224 417,235 418,224 418,235 419,224 419,235 420,224 420,235 421,224 421,235 422,224 422,235 423,224 423,235 424,224 424,235 425,224 425,235 426,224 426,235 427,224 427,235 416,225 427,225 416,226 427,226 416,227 427,227 416,228 427,228 416,229 427,229 416,230 427,230 416,231 427,231 416,232 427,232 416,233 427,233 416,234 427,234
432,224 432,235 433,224 433,235 434,224 434,235 435,224 435,235 436,224 436,235 437,224 437,235 438,224 438,235 439,224 439,235 440,224 440,235 441,224 441,235 442,224 442,235 443,224 443,235 432,225 443,225 432,226 443,226 432,227 443,227 432,228 443,228 432,229 443,229 432,230 443,230 432,231 443,231 432,232 443,232 432,233 443,233 432,234 443,234
448,224 448,235 449,224 449,235 450,224 450,235 451,224 451,235 452,224 452,235 453,224 453,235 454,224 454,235 455,224 455,235 456,224 456,235 457,224 457,235 458,224 458,235 459,224 459,235 448,225 459,225 448,226 459,226 448,227 459,227 448,228 459,228 448,229 459,229 448,230 459,230 448,231 459,231 448,232 459,232 448,233 459,233 448,234 459,234
464,224 464,235 465,224 465,235 466,224 466,235 467,224 467,235 468,224 468,235 469,224 469,235 470,224 470,235 471,224 471,235 472,224 472,235 473,224 473,235 474,224 474,235 475,224 475,235 464,225 475,225 464,226 475,226 464,227 475,227 464,228 475,228 464,229 475,229 464,230 475,230 464,231 475,231 464,232 475,232 464,233 475,233 464,234 475,234
480,224 480,235 481,224 481,235 482,224 482,235 483,224 483,235 484,224 484,235 485,224 485,235 486,224 486,235 487,224 487,235 488,224 488,235 489,224 489,235 490,224 490,235 491,224 491,235 480,225 491,225 480,226 491,226 480,227 491,227 480,228 491,228 480,229 491,229 480,230 491,230 480,231 491,231 480,232 491,232 480,233 491,233 480,234 491,234
496,224 496,235 497,224 497,235 498,224 498,235 499,224 499,235 500,224 500,235 501,224 501,235 502,224 502,235 503,224 503,235 504,224 504,235 505,224 505,235 506,224 506,235 507,224 507,235 496,225 507,225 496,226 507,226 496,227 507,227 496,228 507,228 496,229 507,229 496,230 507,230 496,231 507,231 496,232 507,232 496,233 507,233 496,234 507,234
64,240 64,251 65,240 65,251 66,240 66,251 67,240 67,251 68,240 68,251 69,240 69,251 70,240 70,251 71,240 71,251 72,240 72,251 73,240 73,251 74,240 74,251 75,240 75,251 64,241 75,241 64,242 75,242 64,243 75,243 64,244 75,244 64,245 75,245 64,246 75,246 64,247 75,247 64,248 75,248 64,249 75,249 64,250 75,250
80,240 80,251 81,240 81,251 82,240 82,251 83,240 83,251 84,240 84,251 85,240 85,251 86,240 86,251 87,240 87,251 88,240 88,251 89,240 89,251 90,240 90,251 91,240 91,251 80,241 91,241 80,242 91,242 80,243 91,243 80,244 91,244 80,245 91,245 80,246 91,246 80,247 91,247 80,248 91,248 80,249 91,249 80,250 91,250
96,240 96,251 97,240 97,251 98,240 98,251 99,240 99,251 100,240 100,251 101,240 101,251 102,240 102,251 103,240 103,251 104,240 104,251 105,240 105,251 106,240 106,251 107,240 107,251 96,241 107,241 96,242 107,242 96,243 107,243 96,244 107,244 96,245 107,245 96,246 107,246 96,247 107,247 96,248 107,248 96,249 107,249 96,250 107,250
112,240 112,251 113,240 113,251 114,240 114,251 115,240 115,251 116,240 116,251 117,240 117,251 118,240 118,251 119,240 119,251 120,240 120,251 121,240 121,251 122,240 122,251 123,240 123,251 112,241 123,241 112,242 123,242 112,243 123,243 112,244 123,244 112,245 123,245 112,246 123,246 112,247 123,247 112,248 123,248 112,249 123,249 112,250 123,250
128,240 128,251 129,240 129,251 130,240 130,251 131,240 131,251 132,240 132,251 133,240 133,251 134,240 134,251 135,240 135,251 136,240 136,251 137,240 137,251 138,240 138,251 139,240 139,251 128,241 139,241 128,242 139,242 128,243 139,243 128,244 139,244 128,245 139,245 128,246 139,246 128,247 139,247 128,248 139,248 128,249 139,249 128,250 139,250
144,240 144,251 145,240 145,251 146,240 146,251 147,240 147,251 148,240 148,251 149,240 149,251 150,240 150,251 151,240 151,251 152,240 152,251 153,240 153,251 154,240 154,251 155,240 155,251 144,241 155,241 144,242 155,242 144,243 155,243 144,244 155,244 144,245 155,245 144,246 155,246 144,247 155,247 144,248 155,248 144,249 155,249 144,250 155,250
160,240 160,251 161,240 161,251 162,240 162,251 163,240 163,251 164,240 164,251 165,240 165,251 166,240 166,251 167,240 167,251 168,240 168,251 169,240 169,251 170,240 170,251 171,240 171,251 160,241 171,241 160,242 171,242 160,243 171,243 160,244 171,244 160,245 171,245 160,246 171,246 160,247 171,247 160,248 171,248 160,249 171,249 160,250 171,250
176,240 176,251 177,240 177,251 178,240 178,251 179,240 179,251 180,240 180,251 181,240 181,251 182,240 182,251 183,240 183,251 184,240 184,251 185,240 185,251 186,240 186,251 187,240 187,251 176,241 187,241 176,242 187,242 176,243 187,243 176,244 187,244 176,245 187,245 176,246 187,246 176,247 187,247 176,248 187,248 176,249 187,249 176,250 187,250
192,240 192,251 193,240 193,251 194,240 194,251 195,240 195,251 196,240 196,251 197,240 197,251 198,240 198,251 199,240 199,251 200,240 200,251 201,240 201,251 202,240 202,251 203,240 203,251 192,241 203,241 192,242 203,242 192,243 203,243 192,244 203,244 192,245 203,245 192,246 203,246 192,247 203,247 192,248 203,248 192,249 203,249 192,250 203,250
208,240 208,251 209,240 209,251 210,240 210,251 211,240 211,251 212,240 212,251 213,240 213,251 214,240 214,251 215,240 215,251 216,240 216,251 217,240 217,251 218,240 218,251 219,240 219,251 208,241 219,241 208,242 219,242 208,243 219,243 208,244 219,244 208,245 219,245 208,246 219,246 208,247 219,247 208,248 219,248 208,249 219,249 208,250 219,250
224,240 224,251 225,240 225,251 226,240 226,251 227,240 227,251 228,240 228,251 229,240 229,251 230,240 230,251 231,240 231,251 232,240 232,251 233,240 233,251 234,240 234,251 235,240 235,251 224,241 235,241 224,242 235,242 224,243 235,243 224,244 235,244 224,245 235,245 224,246 235,246 224,247 235,247 224,248 235,248 224,249 235,249 224,250 235,250
